,comment_label,comment_predicted,comment_prob
0,0,0,0.0063883206
1,1,0,0.47892484
2,1,0,0.005842605
3,0,0,0.00498227
4,0,0,0.0048674177
5,0,0,0.005159623
6,0,0,0.00498227
7,1,0,0.11377637
8,0,0,0.017242778
9,0,0,0.005240449
10,1,1,0.8834373
11,0,0,0.007695647
12,0,0,0.005685907
13,0,0,0.021165619
14,0,0,0.005080037
15,0,0,0.00502115
16,0,0,0.029591374
17,0,0,0.004848533
18,0,0,0.0071491017
19,0,0,0.004848533
20,0,0,0.0054269433
21,0,0,0.0075772414
22,0,0,0.0049245106
23,0,0,0.024609929
24,0,0,0.004962942
25,0,0,0.007489625
26,0,0,0.016593177
27,1,0,0.24202643
28,0,0,0.009125637
29,0,0,0.005040703
30,0,0,0.0052608517
31,0,0,0.005040703
32,0,0,0.015906392
33,0,0,0.0048297215
34,0,0,0.0049245106
35,0,0,0.0051797125
36,0,0,0.0070390454
37,0,0,0.03442355
38,0,0,0.0063143647
39,0,0,0.00519988
40,0,0,0.0071214284
41,1,1,0.97813547
42,0,0,0.008711385
43,0,0,0.005343256
44,0,0,0.006241259
45,0,0,0.076683804
46,0,0,0.020804489
47,0,0,0.091220066
48,1,1,0.9717254
49,0,0,0.013532149
50,0,0,0.0053640567
51,0,0,0.0051196762
52,0,0,0.004810983
53,0,0,0.0067712096
54,0,0,0.013325147
55,0,0,0.0049245106
56,0,0,0.01572399
57,0,0,0.005159623
58,0,0,0.008219693
59,0,0,0.005001672
60,1,1,0.94844174
61,0,0,0.026405517
62,0,0,0.025516603
63,0,0,0.0051396107
64,0,0,0.034100424
65,1,1,0.81331253
66,1,1,0.9756698
67,0,0,0.0051196762
68,0,0,0.004905406
69,0,0,0.0058653383
70,0,0,0.005060332
71,0,0,0.004905406
72,0,0,0.0068239546
73,0,0,0.0051196762
74,0,0,0.0054692747
75,0,0,0.005060332
76,0,0,0.004905406
77,0,0,0.0071214284
78,1,0,0.018194368
79,0,0,0.005159623
80,0,0,0.0056200367
81,1,0,0.01572399
82,0,0,0.009783876
83,0,0,0.013273886
84,0,0,0.013222822
85,0,0,0.17938675
86,0,0,0.008251599
87,0,0,0.053899154
88,0,0,0.0049245106
89,1,0,0.03861093
90,0,0,0.004905406
91,1,1,0.89029425
92,0,0,0.0049436893
93,0,0,0.004848533
94,0,0,0.0107767265
95,0,0,0.005001672
96,1,0,0.03971326
97,0,0,0.23458195
98,0,0,0.005060332
99,1,1,0.624179
100,0,0,0.00502115
101,0,0,0.005220126
102,0,0,0.0060503976
103,0,0,0.0053849383
104,0,0,0.004886375
105,0,0,0.005240449
106,1,1,0.81888163
107,0,0,0.009633652
108,0,0,0.008030813
109,0,0,0.026810195
110,0,0,0.0057302467
111,0,0,0.0721122
112,0,0,0.004792317
113,0,0,0.0054905633
114,0,0,0.010408314
115,0,0,0.0067712096
116,0,0,0.17624587
117,0,0,0.0049245106
118,0,0,0.03904829
119,0,0,0.008445627
120,0,0,0.023464657
121,1,0,0.4020986
122,0,0,0.0051396107
123,1,1,0.9152046
124,0,0,0.0048674177
125,1,1,0.9539661
126,0,0,0.009055264
127,0,0,0.004962942
128,1,1,0.94165415
129,0,0,0.005060332
130,0,0,0.01450358
131,1,1,0.9697281
132,0,0,0.004848533
133,1,1,0.9673486
134,0,0,0.055412795
135,0,0,0.006265534
136,0,0,0.0048674177
137,0,0,0.005060332
138,0,0,0.0048674177
139,0,0,0.038321972
140,0,0,0.0057302467
141,0,0,0.0048674177
142,1,1,0.9144437
143,0,0,0.0048674177
144,0,0,0.028870907
145,0,0,0.004848533
146,0,0,0.009596455
147,0,0,0.005001672
148,0,0,0.005040703
149,0,0,0.010328152
150,0,0,0.004905406
151,0,0,0.0053225355
152,1,1,0.94728357
153,0,0,0.007232764
154,0,0,0.005708034
155,0,0,0.009232215
156,1,1,0.87439936
157,0,0,0.024750972
158,0,0,0.004886375
159,0,0,0.004905406
160,0,0,0.00498227
161,0,0,0.005040703
162,0,0,0.004810983
163,0,0,0.005708034
164,0,0,0.020293485
165,0,0,0.006463138
166,1,0,0.0068239546
167,0,0,0.0051196762
168,1,1,0.97313875
169,0,0,0.08122776
170,0,0,0.011961099
171,0,0,0.005281334
172,0,0,0.005060332
173,0,0,0.065365784
174,1,1,0.95846003
175,1,1,0.79101497
176,0,0,0.009859855
177,1,1,0.6991517
178,1,1,0.97684664
179,1,1,0.9777564
180,0,0,0.0047737225
181,0,0,0.012007351
182,0,0,0.009746104
183,0,0,0.0057749297
184,0,0,0.004905406
185,0,0,0.007725534
186,1,1,0.93183565
187,0,0,0.004962942
188,0,0,0.0057974015
189,0,1,0.9649213
190,0,0,0.0051196762
191,0,0,0.00498227
192,1,1,0.9781772
193,0,0,0.0063143647
194,0,0,0.004962942
195,0,0,0.017509557
196,0,0,0.036493767
197,0,0,0.005685907
198,0,0,0.0054269433
199,0,0,0.004905406
200,0,0,0.024376597
201,0,0,0.0973904
202,0,0,0.0060035964
203,1,1,0.8155265
204,0,0,0.005159623
205,0,0,0.046119746
206,0,0,0.020685459
207,0,0,0.0051797125
208,0,0,0.0056638657
209,1,1,0.97462875
210,0,0,0.009746104
211,0,0,0.41335875
212,1,1,0.9533619
213,0,0,0.005099818
214,0,0,0.0065388246
215,0,0,0.0053849383
216,0,0,0.014172367
217,0,0,0.024007747
218,0,0,0.005060332
219,0,0,0.007846239
220,0,0,0.0066153924
221,0,0,0.006338922
222,0,0,0.0051196762
223,0,0,0.010529712
224,0,0,0.0049245106
225,0,0,0.012576348
226,0,0,0.00519988
227,0,0,0.016529556
228,1,0,0.2155158
229,1,1,0.93721074
230,0,0,0.0065134983
231,0,0,0.0067449897
232,0,0,0.00498227
233,0,0,0.013171949
